2019-04-15 20:53:08.222 [main] INFO  [o.s.jmx.export.annotation.AnnotationMBeanExporter:916] - Bean with name 'dataSource' has been autodetected for JMX exposure
2019-04-15 20:53:08.223 [main] INFO  [o.s.jmx.export.annotation.AnnotationMBeanExporter:916] - Bean with name 'statFilter' has been autodetected for JMX exposure
2019-04-15 20:53:08.230 [main] INFO  [o.s.jmx.export.annotation.AnnotationMBeanExporter:671] - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.pool:name=dataSource,type=DruidDataSource]
2019-04-15 20:53:08.232 [main] INFO  [o.s.jmx.export.annotation.AnnotationMBeanExporter:671] - Located MBean 'statFilter': registering with JMX server as MBean [com.alibaba.druid.filter.stat:name=statFilter,type=StatFilter]
2019-04-15 20:53:08.249 [main] INFO  [application:2167] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2019-04-15 20:53:08.249 [main] INFO  [org.springframework.web.servlet.DispatcherServlet:489] - FrameworkServlet 'dispatcherServlet': initialization started
2019-04-15 20:53:08.260 [main] INFO  [org.springframework.web.servlet.DispatcherServlet:508] - FrameworkServlet 'dispatcherServlet': initialization completed in 11 ms
2019-04-15 20:53:08.433 [main] INFO  [org.eclipse.jetty.server.AbstractConnector:278] - Started ServerConnector@22a10ac6{HTTP/1.1,[http/1.1]}{0.0.0.0:8090}
2019-04-15 20:53:08.436 [main] INFO  [o.s.b.c.e.jetty.JettyEmbeddedServletContainer:144] - Jetty started on port(s) 8090 (http/1.1)
2019-04-15 20:53:08.441 [main] INFO  [com.ruantong.house.HouseApplication:57] - Started HouseApplication in 4.109 seconds (JVM running for 5.707)
2019-04-15 20:53:26.136 [qtp699871906-29] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.273 [qtp699871906-30] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.280 [qtp699871906-28] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.292 [qtp699871906-51] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.292 [qtp699871906-29] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.293 [qtp699871906-27] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.296 [qtp699871906-32] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.313 [qtp699871906-25] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.313 [qtp699871906-53] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.316 [qtp699871906-30] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.317 [qtp699871906-54] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.320 [qtp699871906-31] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.332 [qtp699871906-51] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.334 [qtp699871906-27] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.341 [qtp699871906-29] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.348 [qtp699871906-32] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.351 [qtp699871906-53] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.363 [qtp699871906-30] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.377 [qtp699871906-28] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.378 [qtp699871906-31] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.383 [qtp699871906-31] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.402 [qtp699871906-28] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.402 [qtp699871906-27] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.409 [qtp699871906-54] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.425 [qtp699871906-29] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.427 [qtp699871906-25] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.427 [qtp699871906-51] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.438 [qtp699871906-32] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.439 [qtp699871906-30] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.446 [qtp699871906-28] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.460 [qtp699871906-27] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.461 [qtp699871906-31] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.474 [qtp699871906-54] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.474 [qtp699871906-51] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.475 [qtp699871906-25] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.475 [qtp699871906-32] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.486 [qtp699871906-28] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.488 [qtp699871906-53] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.493 [qtp699871906-29] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
2019-04-15 20:53:26.493 [qtp699871906-31] INFO  [com.ruantong.house.filter.LoginFilter:19] - request-coming
